area;name;rating;reviews;address;review_rating;review_text;reviewer_name;local_guide;date
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;4.0;"The highlight is the friendliness of the staff. Five stars for them 👏
Coffee is just ok and the food can be much better.
Overall, it still makes a good place for work from
cafe.";{'name': 'Ayi', 'link': 'https://www.google.com/maps/contrib/108452690119016336032?hl=en-US', 'contributor_id': '108452690119016336032', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLGeFM8pCd6VcPE43VfXG6CJCdyEAQBwwuTXKSmQUpHAH_inA=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 387, 'photos': 1877};;6 months ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;4.0;"A coffee shop where most come to work. The atmosphere definitely supports for work, with indoor seating which has comfortable chair, cool air, and chilling music. And also outdoor seatings with quieter atmosphere.

As for their drinks, they have a standard taste and can be on the pricier side for some people. But it can be improved for their price.";{'name': 'Sadewa 48', 'link': 'https://www.google.com/maps/contrib/115855204189200453717?hl=en-US', 'contributor_id': '115855204189200453717', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWm0gBGSsrq_hG0KNqIVR5unyijvpr6w16Ub6OcyI-wCP0Q2EKH=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 656, 'photos': 2540};;a year ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;5.0;Pretty decent place to work. Spacious outdoor area as well;{'name': 'TTHP', 'link': 'https://www.google.com/maps/contrib/113828222971985523410?hl=en-US', 'contributor_id': '113828222971985523410', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJow3iRfQbobW3oh-lQogw-4O3kBltXWfhj24bQ3TSA5yvKHg=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 743, 'photos': 3193};;5 months ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;5.0;"Went to this place twice in 2 days; should be a go-to place for anyone who is looking for comfy place to do WFC/WFA.

Has multiple areas (outdoor & indoor) with abundant access to electronic socket. Wifi could be improved tho.

Price range is okay and the taste of the beverage, coffee, and the food was nice. The service was also nice and the Baristas were friendly. Will definitely go back to this place when I'm in Jogja and need a proper WFC/WFA spot.";{'name': 'Carlo Saian', 'link': 'https://www.google.com/maps/contrib/104426906936176857638?hl=en-US', 'contributor_id': '104426906936176857638', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXDYrgSrKIXo9oDpKFwwcBd1KzExTYu52wHfTy_nZbeNul3WzLpOg=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 68, 'photos': 132};;a year ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;4.0;"The place is instagenic. They have indoor outdoor and 2nd floor indoor. The view is nice and mostly green. However the food is not really a choise here. They dont offer a wide variety of food. There is no ""real food"". Only snack and pasta. For those who work a long time here its really painfull just to eat those kind of snack (chicken wings,sandwich, fish n chips, french fries, natchos and others).
I sat there for ..like almost 6 hours. From 10.30 to 5pm. And the 3 of us spent 300k just for our craving which is not worth at all since after that i was still hungry for real food. We order 6 cups of cold drinks and 3 kinds of snack.
The price is quite expensive for many people. The average price for a cup of cold drink is 30k, as well as for snack.
During the day, especially in the afternoon after lunch time the place is so full so that you cant even feel the breeze of the AC. It loooked like the AC stop working. Unable to give proper chill to the room full of people. Especially because most of the wall is fom glass so the sunlight just come directly inside.
I will suggest this place for those who just want to take a very nice pict. But not for those who wants to work  or doing something that requires full concentration.";{'name': 'sisca marindra', 'link': 'https://www.google.com/maps/contrib/101412465232293712640?hl=en-US', 'contributor_id': '101412465232293712640', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVtZa-7YwxLGY6oz0jDCw-1mImBT4ZuJ8_7vaU1Kz1oONHDQbh8mA=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 89, 'photos': 1631};;8 years ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;5.0;Cozy place to do your thesis :D. This place has good vibe, atmosphere and music. They offer a wide variety of food and drinks. There's musholla also for Moslems. Really recommend!;{'name': 'Fakhri Khaulany', 'link': 'https://www.google.com/maps/contrib/110791812199658363989?hl=en-US', 'contributor_id': '110791812199658363989', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWjehXJNrlHm2nKqOTV49CJOwW11GXJeauaOx96rtHytjW3z5o9uw=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 414, 'photos': 3589};;5 years ago
UGM;Ekologi Desk & Coffee;4.5;2863;69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia;4.0;"One of the best for a co-working coffee shop, so much space and seats for co-working in here.

Despite the music volume a little bit too loud for me, but at least it doesn't kill the good vibes.

I've seen a lot of choice on the menu, they were looks interesting.
And I get myself a good coffee based mocktail here, rich taste on every sip.
Took some time for the serving time, worth the wait.

Be kind, be you.
Thankyou.";{'name': 'Ahmad Abqari (Qory)', 'link': 'https://www.google.com/maps/contrib/108373224228469375528?hl=en-US', 'contributor_id': '108373224228469375528', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXUCwulnp5GiF3f9MqyOqpzNCCu_bwFlDlYUdZhadOe7lgz4f8=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 10, 'photos': 59};;3 years ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;4.0;"We had belated our mum birthday dinner  in this place and easy to find it . The parking area is big . The ambience of the area is about green , likes industrial building and the atmosphere is nice too. We had dinner and they offer so many choice . We can reserve our seat too. They are separated smoking and non smooking area. The price between drink and food almost the same . The things is we enjoy our dinner with not so many people around . For working from here i think it could be good . They give us the wifi access after order food and beverage and it was limited time . I think based on my experience, it  was prevent the customer come , spend alot of time without spend more likes in the other place which can make another customer don't want to come cos no space to enjoy the place .
The service is good too .";{'name': 'Chandra Kristian', 'link': 'https://www.google.com/maps/contrib/114109314023530245957?hl=en-US', 'contributor_id': '114109314023530245957', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVwKMWGHRpbqCQVBcPYvCcJwzrM-96oqm2YvxkOBri74xzICGeg=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 315, 'photos': 2006};;Edited 5 months ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;Conveniently located near one of Yogyakarta’s top universities, this coffee shop offers a cozy and comfortable atmosphere, what a perfect choice for getting work done or working remotely. The menu is diverse and quite affordable, making it well worth a visit. With spacious indoor and outdoor seating, it’s a great spot to focus or simply relax. The parking space is also ample, adding to the overall convenience. Personal one unique touch is you’ll need to place your order before receiving the Wi-Fi access code, such a smart and stylish way to keep things organized.;{'name': 'Jake', 'link': 'https://www.google.com/maps/contrib/114721354970207266493?hl=en-US', 'contributor_id': '114721354970207266493', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXIK6PFyOhCbQB1PQ6fV4Z-w21fRBK4hR90g5WGyrulat0zYz4tWw=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 61, 'photos': 174};;6 months ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;cozy place to work from cafe, or just chilling with friends (nongkrong), the provided outdoor space is really nice and the indoor are also spacious. The menu for coffee, non-coffee and food are diverse and well made. Overall a nice experience for my first time going to Mr. Like, definitely would go back for a second time.;{'name': 'Michael Arsawijaya', 'link': 'https://www.google.com/maps/contrib/113123304547370180569?hl=en-US', 'contributor_id': '113123304547370180569', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVZxtoOHKxKQvA7FZXbe3PN6Cc61UuJdzIX9LCrK_LnpN2Fy0Q=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 10, 'photos': 38};;11 months ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;"My favorite coffee in Jogja!! Come here many times for studying and meeting with friends. Great ambience and music surrounded by green lush.
Good food and drinks, acceptable price (not cheap but not expensive either). Can book private meeting room for groups. Suggestion : wish they could offer discounts for loyal customers or membership promo.";{'name': 'Ngan Tran', 'link': 'https://www.google.com/maps/contrib/105969645876377011463?hl=en-US', 'contributor_id': '105969645876377011463', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLZSBQ60KNtVWHhkRT3pDdG1tRmdkVxmtYsftyUjZfg7dE9O-ET=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 24, 'photos': 59};;2 years ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;Good cafe for eat and work but there are mosquitoes.;{'name': 'Cat Lover', 'link': 'https://www.google.com/maps/contrib/107676957741004990027?hl=en-US', 'contributor_id': '107676957741004990027', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUEv1Zp2YS3diBhVh3P4EGNLcqwOOQSxMKjlgZ5tcCrYwRo9zlM=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 640, 'photos': 3184};;2 months ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;Best service and atmosphere, from large indoor shared table to picnic style garden area, they are having huge place fit for all costumers. The food is great, but could be improved especially the freshness of the chicken and seafood. I ordered seafood fried rice and chicken wings, all fine! really want to try the nitro for next visit!;{'name': 'Indra WaspadaWSM', 'link': 'https://www.google.com/maps/contrib/114053684599946992764?hl=en-US', 'contributor_id': '114053684599946992764', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVmel16bvM9ueGCMvuLIE5uOH_L94No8dG6BYjBrM0tcMebXq21=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 69, 'photos': 212};;2 years ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;5.0;"Its the best cafe ive been so far. Cheaper than the usual cafe tht i went to usually, i regret i just know this place from my random search on maps. Love the vibes so much. Will definitely visit again!

Oh the food, im not quite sure, bc i just ordered french fries and well its the usual french fries. But the staff really friendly, they'll explain the menu to you if u feel buffled.

And the important thing for me, this place hve a mushola for pray. Even tho the place for wudhu not really muslimah friendly, but its still okay.";{'name': 'Annisadilla', 'link': 'https://www.google.com/maps/contrib/115985400620922945566?hl=en-US', 'contributor_id': '115985400620922945566', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV-0izZbmdrYzyG_cvGRHKpnmy25nQWDDiNlLRghmGE8Kwyb70_MQ=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 128, 'photos': 241};;2 years ago
UGM;Mr.LIKE;4.5;692;Jl. Gambir, Kocoran, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia;3.0;Place looks cool, people are polite and drinks are good. But why does it take more than 20 minutes for my lemon ice tea? there was almost no one in the restaurant. Same as last time with my iced coffee. Can’t even enjoy it anymore after waiting so long for one drink.;{'name': 'Olivier Van krieken', 'link': 'https://www.google.com/maps/contrib/109032049400324827247?hl=en-US', 'contributor_id': '109032049400324827247', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocL5ELwOJtUiZeOXH96cbiI_-vpoT_EVwN41-iqFF-Yc2_tSlQ=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 16, 'photos': 13};;2 months ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;5.0;We had a wonderful experience at this restaurant! The food was delicious and the service was outstanding and The price is also very cheap. Everyone was very kind and welcoming, which made me feel at home. I especially loved the Nasi sapi lada hitam and Nasi goreng – it was absolutely amazing! A big thank you to tasya for taking such great care of me, she was incredibly friendly and attentive. Highly recommended! 🌟;{'name': 'ajjiha liu', 'link': 'https://www.google.com/maps/contrib/105742640234509506581?hl=en-US', 'contributor_id': '105742640234509506581', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXrbw0BJPiTBNedKvzPR1uIwBnRfut_l83w_t6Ls5vMvo0yiLvx=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 10, 'photos': 5};;a week ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;5.0;This is the place I will go if I want to focus. I really like this place, I like the food, the atmosphere and everything. The service is also friendly. I always recommend this place to my friends🤍;{'name': 'Irene Kayana', 'link': 'https://www.google.com/maps/contrib/106777987722543999034?hl=en-US', 'contributor_id': '106777987722543999034', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVcPqEzk_edNv9oYnxWc89TR0GKjXyptDEC_-7ZGoPl9lXURjCp=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 3};;4 months ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;5.0;"Lantai Bumi is a comfy and serene cafe to hangout, study, or work. The atmosphere is calm and relatively quiet. They offer indoor (AC non-smoking) and outdoor (smoking) seating.

They offer good typical cafe foods and drinks. I tried their pasta and chocolate milk. The pasta tastes fresh and unique although a little bit dry. The chocolate milk is great.

They also accept payments via QRIS. One thing to note, the items' prices are relatively more expensive than other similar cafes located near Pogung area.";{'name': 'Cut Alima', 'link': 'https://www.google.com/maps/contrib/113312425915838249127?hl=en-US', 'contributor_id': '113312425915838249127', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU4318_asxkSO92ZJNGbtjRPq5k8nDC5nzFRPshcVIPe-PvpDHj=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 132, 'photos': 968};;2 years ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;5.0;"I discovered this place through a friend’s Instagram and, naturally, made it my first stop when I visited Jogja. It has such a warm, inviting vibe—perfect for sitting down and reflecting in the quiet of the morning. It’s a peaceful retreat from the hustle and bustle of daily life. I especially love the little corner next to the counter dedicated to making filter coffee. The design is subtle yet thoughtful, combining earthy tones with an industrial feel, which ties in perfectly with their brand, Lantai Bumi (Earth Floor).

And let’s not forget the coffee—it’s far from just being pretty for the 'gram. Their coffee is genuinely delicious, not the kind of mediocre brew you sometimes find in stylish cafés. I was so grateful to my friend for the recommendation, I ended up spending the whole morning there, working until lunch while enjoying three cups of their amazing coffee.";{'name': 'Yusuf Seto', 'link': 'https://www.google.com/maps/contrib/111589140505699133693?hl=en-US', 'contributor_id': '111589140505699133693', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVet-g2lPA2w-6jFDoxIPzd2sIkyzn3fltB-41v6stYkpaU6uhtRQ=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 30, 'photos': 43};;a year ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;3.0;A middle-sized coffee shop with full of students doing their assignments here. Drink is not so special, and snacks are too damn pricey. Place is quite instagrammable. They also have their outdoor area, but the table were too dirty like they never maintain it well. Need to be improve. All the best Lantai Bumi!;{'name': 'Sasda Sabrina', 'link': 'https://www.google.com/maps/contrib/112296634848953986103?hl=en-US', 'contributor_id': '112296634848953986103', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXdrvU4nSfNyD16R8ZXI8u_9CGIRTjRUzxOZmBcpTY0nFPCzgST=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 166, 'photos': 1725};;6 years ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;5.0;Local friend recommend this place as a must-try. Lantai bumi has spacious area for both its smoking and non-smoking area. No need to worry for the parking area too. What i love the most from this place is that people come here mostly to work or study, so the ambience here is quiet and peaceful..;{'name': 'arcnetha danar', 'link': 'https://www.google.com/maps/contrib/103998064993847870417?hl=en-US', 'contributor_id': '103998064993847870417', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUVB9AVzhhEIuZfbWwBnebICU9ClahWTT3Vqyv-NPUW_3CQiL8Y=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 40, 'photos': 195};;Edited 3 years ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;4.0;The ambience of this place is nice. It' good to chill here by yourself or with your friends. The workers here is friendly, they will check your temperature as well. This place has non-smoking and smoking area which are quite big. You can park you motorbike infront of the building, they also provide a parking area for car. The food and beverages itself is tasty.;{'name': 'Yustina Rostyaningtyas', 'link': 'https://www.google.com/maps/contrib/114202617553934269564?hl=en-US', 'contributor_id': '114202617553934269564', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXHGVlmzr-rJ3257CcKDU2Dk93qNk0JXzsMCudph2WsMkoeaIXkXw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 207, 'photos': 809};;4 years ago
UGM;Lantai Bumi;4.4;3404;Jl. Pogung Baru, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;4.0;"Located in the densed area of Pogung. Quite pricey though - 33k for an iced americano, but they serve it with a relatively large glass.

Minus: baristas are chatting quite in a high tone. Remember that people mostly come to this kind of cafe to enjoy a moment of serenity, they want the vibes to be calm and not noisy. Thanks!";{'name': 'cotton sea', 'link': 'https://www.google.com/maps/contrib/111287508160940605940?hl=en-US', 'contributor_id': '111287508160940605940', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWvwKW89XGhEkJIYJJTHM61Rs2is9THGxLyommcKJVrlRZYGCMr=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 200, 'photos': 540};;9 months ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;Damn good place, to bad its always full of people. Its lucky to get a spot in here;{'name': 'Muhammad Irfan', 'link': 'https://www.google.com/maps/contrib/102671493893575482920?hl=en-US', 'contributor_id': '102671493893575482920', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXhGI8SCCjw6Xp5_jFa-WwcX951qF2lELTloaNdYOkxYp4mD78=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 3, 'photos': 3};;2 months ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;So cozy ✨;{'name': 'Dinda Gumay', 'link': 'https://www.google.com/maps/contrib/105620581509673877843?hl=en-US', 'contributor_id': '105620581509673877843', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUY3z5wrpPQ1mVpHQpsapzbGUT3iImo7E03vJHcNJdeETDXYQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 9, 'photos': 10};;4 weeks ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;3.0;brisik, ga wfc friendly;{'name': 'Charizza Thunjung Sukmana Putra', 'link': 'https://www.google.com/maps/contrib/111906971532584052436?hl=en-US', 'contributor_id': '111906971532584052436', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWWaeGChlZ-3MgmigxREmQzI3yNSolvBCv4brN5DIg-s_UnG5x9=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 3};;Edited 2 months ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;Recommended place 👍🏻;{'name': 'siva', 'link': 'https://www.google.com/maps/contrib/117866534537571270484?hl=en-US', 'contributor_id': '117866534537571270484', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKkL3ftoNd8vn0ipM6CSBM7NUo7Q0qaGXGrD0lJ4t4EuryV26c=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 5, 'photos': 1};;a month ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;Recommended place for WFC or just chatting with others;{'name': 'Yusuf Sinatrya Ilhaam', 'link': 'https://www.google.com/maps/contrib/117396008499996876077?hl=en-US', 'contributor_id': '117396008499996876077', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV8NwdmHXoowQb5Dw4pb3SejY4yFhu4oRC7WthPTp9JUgmoLGcA=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 2, 'photos': 1};;4 months ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;Recomende place for work👍🏻;{'name': 'M Adit', 'link': 'https://www.google.com/maps/contrib/107547584353003374445?hl=en-US', 'contributor_id': '107547584353003374445', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX5u-QKX3s8a1VuwpEDOUP-nNe25skqF2F01vO9belmZgjw6gqN=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 342, 'photos': 92};;a month ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;cozyyy coffeeshop😻;{'name': 'Meiza Putri', 'link': 'https://www.google.com/maps/contrib/103963557088966658531?hl=en-US', 'contributor_id': '103963557088966658531', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJYmikBinm8nq2uUcmFUB57uY8t3kMbfbrpjgeYTO8hY41Jcw=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 2};;3 months ago
UGM;Nordu Coffee - kopinomordua;4.8;262;69P9+PM3, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta, Indonesia;5.0;Recommended place 👌🏻👌🏻👌🏻;{'name': 'Jessica Chandra', 'link': 'https://www.google.com/maps/contrib/112197971613072643042?hl=en-US', 'contributor_id': '112197971613072643042', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUwWcnjpIbEDZxlxD6NkgRxg_1BXpo8af1O3B8uD175ApQ9NCA0=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 5};;a month ago
UGM;ARAH Coffee Pandawa;4.5;1133;Jl. Kaliurang No.27, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284, Indonesia;4.0;"The place is quite spacious with plenty of seating options, whether for hanging out, studying, group discussions, or working on a laptop. It feels fairly comfortable overall, but I was bothered by the indoor non-smoking area still smelling like cigarettes since it’s directly connected to the indoor AC smoking room. That really ruined the experience for me. Service was decent and the food came out quickly as long as the line wasn’t too long.

I ordered a butterscotch latte, basically a coffee drink with espresso mixed with milk and flavored with butterscotch syrup. The syrup gives it a caramel-like sweetness with a buttery note, which pairs nicely with the bitterness of the espresso. It’s smooth and creamy, but depending on taste, some might find it a little too sweet after a few sips.";{'name': 'Another Ricky', 'link': 'https://www.google.com/maps/contrib/101223597974673710056?hl=en-US', 'contributor_id': '101223597974673710056', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVXHaTr2VWwbgiZn4Cx_3L2BDypNUArAuy20H7xu0FA56tkRLQ=s120-c-rp-mo-ba7-br100', 'local_guide': True, 'reviews': 427, 'photos': 2708};;2 months ago
UGM;ARAH Coffee Pandawa;4.5;1133;Jl. Kaliurang No.27, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284, Indonesia;4.0;A good place for WFC though the internet speed slows down when packed, you may borrow outlet extender from the staff if needed, clean musholla, the 2nd floor closed at midnight so if you're going to work past midnight you can move to the first floor.;{'name': 'Rian Damar', 'link': 'https://www.google.com/maps/contrib/108861374888976640399?hl=en-US', 'contributor_id': '108861374888976640399', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVKOxS69i2ABQSSo8ILMGrHunOsC6WJa-nIfcvR1fJokLQ81eMh=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 13, 'photos': 10};;5 months ago
UGM;ARAH Coffee Pandawa;4.5;1133;Jl. Kaliurang No.27, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284, Indonesia;5.0;Good coffee and yummy food, need more space though especially private areas for people who want to work in a cafe. Overall it's a decent place for taking a break.;{'name': 'Fendi Widianto', 'link': 'https://www.google.com/maps/contrib/114651674900535368726?hl=en-US', 'contributor_id': '114651674900535368726', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWdAfpLHMfAn5d2j6SRdJ9e_iBcMtNT_cF_zetn-mS5ID3_5UK3=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 24};;5 months ago
